,Event,Site,Date,Round,White,Black,Result,BlackElo,ECO,EventCountry,EventDate,EventRounds,EventType,PlyCount,Source,SourceDate,SourceQuality,SourceTitle,SourceVersion,SourceVersionDate,WhiteElo,BlackTeam,WhiteTeam,EventCategory,BlackTeamCountry,WhiteTeamCountry
244,TCh-FRA Top 16 Haute 2022,Chartres FRA,2022.06.17,2.2,"Korobov, A.","Erigaisi, Arjun",1-0,2681,E94,FRA,2022.06.16,4,team,115,Mark Crowther,2022.06.20,2,The Week in Chess 1441,1,2022.06.20,2675,Mulhouse Philidor,L'Echiquier Chalonnais,,,
245,TCh-FRA Top 16 Haute 2022,Chartres FRA,2022.06.18,3.2,"Abasov, N.","Erigaisi, Arjun",0-1,2681,D02,FRA,2022.06.16,4,team,98,Mark Crowther,2022.06.20,2,The Week in Chess 1441,1,2022.06.20,2635,Mulhouse Philidor,Grasse Echecs,,,
246,TCh-FRA Top 16 Haute 2022,Chartres FRA,2022.06.19,4.2,"Erigaisi, Arjun","Mamedov, Rau",1-0,2656,B33,FRA,2022.06.16,4,team,69,Mark Crowther,2022.06.20,2,The Week in Chess 1441,1,2022.06.20,2681,C'Chartres Echecs,Mulhouse Philidor,,,
247,44th Olympiad 2022,Chennai IND,2022.07.29,1.1,"Masango, S.","Erigaisi, Arjun",0-1,2689,D02,IND,2022.07.29,11,team,75,Mark Crowther,2022.08.01,2,The Week in Chess 1447,1,2022.08.01,2170,India,Zimbabwe,,IND,ZIM
248,44th Olympiad 2022,Chennai IND,2022.07.30,2.1,"Erigaisi, Arjun","Macovei, Andrei",1/2-1/2,2478,C65,IND,2022.07.29,11,team,91,Mark Crowther,2022.08.01,2,The Week in Chess 1447,1,2022.08.01,2689,Moldova,India,,MDA,IND
249,44th Olympiad 2022,Chennai IND,2022.07.31,3.1,"Erigaisi, Arjun","Mastrovasilis, A.",1-0,2527,D35,IND,2022.07.29,11,team,101,Mark Crowther,2022.08.01,2,The Week in Chess 1447,1,2022.08.01,2689,Greece,India,,GRE,IND
250,44th Olympiad 2022,Chennai IND,2022.08.01,4.1,"Cornette, M.","Erigaisi, Arjun",1/2-1/2,2689,B51,IND,2022.07.29,11,team,48,Mark Crowther,2022.08.01,2,The Week in Chess 1447,1,2022.08.01,2551,India,France,,IND,FRA
251,44th Olympiad 2022,Chennai IND,2022.08.02,5.1,"Erigaisi, Arjun","Parligras, M.",1-0,2576,E20,IND,2022.07.29,11,team,91,Mark Crowther,2022.08.08,2,The Week in Chess 1448,1,2022.08.08,2689,Romania,India,,ROU,IND
252,44th Olympiad 2022,Chennai IND,2022.08.03,6.2,"Sindarov, Javokhir","Erigaisi, Arjun",1/2-1/2,2689,B15,IND,2022.07.29,11,team,97,Mark Crowther,2022.08.08,2,The Week in Chess 1448,1,2022.08.08,2629,India,Uzbekistan,,IND,UZB
253,44th Olympiad 2022,Chennai IND,2022.08.05,7.1,"Erigaisi, Arjun","Gupta, Ab",1-0,2627,D00,IND,2022.07.29,11,team,91,Mark Crowther,2022.08.08,2,The Week in Chess 1448,1,2022.08.08,2689,India 3,India,,,IND
254,44th Olympiad 2022,Chennai IND,2022.08.06,8.1,"Ter Sahakyan, S.","Erigaisi, Arjun",1/2-1/2,2689,B40,IND,2022.07.29,11,team,167,Mark Crowther,2022.08.08,2,The Week in Chess 1448,1,2022.08.08,2625,India,Armenia,,IND,ARM
255,44th Olympiad 2022,Chennai IND,2022.08.07,9.5,"Erigaisi, Arjun","Mekhitarian, K.",1-0,2542,A33,IND,2022.07.29,11,team,125,Mark Crowther,2022.08.08,2,The Week in Chess 1448,1,2022.08.08,2689,Brazil,India,,BRA,IND
256,44th Olympiad 2022,Chennai IND,2022.08.08,10.4,"Idani, P.","Erigaisi, Arjun",1/2-1/2,2689,C67,IND,2022.07.29,11,team,60,Mark Crowther,2022.08.08,2,The Week in Chess 1448,1,2022.08.08,2641,India,Iran,,IND,IRI
257,44th Olympiad 2022,Chennai IND,2022.08.09,11.4,"Erigaisi, Arjun","Dominguez Perez, L.",1-0,2754,E20,IND,2022.07.29,11,team,97,Mark Crowther,2022.08.15,2,The Week in Chess 1449,1,2022.08.15,2689,United States of America,India,,,IND
258,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.17,1.4,"Erigaisi, Arjun","Rohith, Krishna S",1-0,2358,C97,UAE,2022.08.17,9,swiss,185,Mark Crowther,2022.08.22,2,The Week in Chess 1450,1,2022.08.22,2689,,,,,
259,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.18,2.4,"Sengupta, D.","Erigaisi, Arjun",0-1,2689,B40,UAE,2022.08.17,9,swiss,92,Mark Crowther,2022.08.22,2,The Week in Chess 1450,1,2022.08.22,2520,,,,,
260,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.18,3.2,"Erigaisi, Arjun","Indjic, A.",1-0,2613,A67,UAE,2022.08.17,9,swiss,101,Mark Crowther,2022.08.22,2,The Week in Chess 1450,1,2022.08.22,2689,,,,,
261,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.19,4.1,"Tomashevsky, E.","Erigaisi, Arjun",1/2-1/2,2689,A11,UAE,2022.08.17,9,swiss,75,Mark Crowther,2022.08.22,2,The Week in Chess 1450,1,2022.08.22,2702,,,,,
262,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.20,5.1,"Erigaisi, Arjun","Van Foreest, Jorden",1/2-1/2,2680,D02,UAE,2022.08.17,9,swiss,80,Mark Crowther,2022.08.22,2,The Week in Chess 1450,1,2022.08.22,2689,,,,,
263,22nd Dubai Open 2022,Dubai UAE,2022.08.27,1.2,"Tolentino, R.","Erigaisi, Arjun",0-1,2689,,UAE,2022.08.27,9,swiss,0,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2259,,,,,
264,22nd Dubai Open 2022,Dubai UAE,2022.08.28,2.2,"Erigaisi, Arjun","Nitish, Belurkar",1-0,2416,C19,UAE,2022.08.27,9,swiss,77,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2689,,,,,
265,22nd Dubai Open 2022,Dubai UAE,2022.08.29,3.2,"Raja, Rithvik R","Erigaisi, Arjun",0-1,2689,A28,UAE,2022.08.27,9,swiss,64,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2491,,,,,
266,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.22,6.2,"Sadhwani, Raunak","Erigaisi, Arjun",0-1,2689,B92,UAE,2022.08.17,9,swiss,82,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2622,,,,,
267,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.23,7.1,"Erigaisi, Arjun","Robson, R.",1/2-1/2,2682,C58,UAE,2022.08.17,9,swiss,74,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2689,,,,,
268,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.24,8.3,Wang Hao,"Erigaisi, Arjun",0-1,2689,D14,UAE,2022.08.17,9,swiss,110,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2735,,,,,
269,28th Abu Dhabi Masters,Abu Dhabi UAE,2022.08.25,9.1,"Erigaisi, Arjun","Anton Guijarro, D.",1-0,2668,B13,UAE,2022.08.17,9,swiss,133,Mark Crowther,2022.08.29,2,The Week in Chess 1451,1,2022.08.29,2689,,,,,
270,22nd Dubai Open 2022,Dubai UAE,2022.08.30,4.1,"Indjic, A.","Erigaisi, Arjun",1/2-1/2,2689,A20,UAE,2022.08.27,9,swiss,98,Mark Crowther,2022.09.05,2,The Week in Chess 1452,2,2022.09.06,2613,,,,,
271,22nd Dubai Open 2022,Dubai UAE,2022.08.31,5.3,"Erigaisi, Arjun","Muradli, Mahammad",1-0,2552,B23,UAE,2022.08.27,9,swiss,39,Mark Crowther,2022.09.05,2,The Week in Chess 1452,2,2022.09.06,2689,,,,,
272,22nd Dubai Open 2022,Dubai UAE,2022.09.01,6.1,"Erigaisi, Arjun","Jumabayev, R.",1-0,2615,E20,UAE,2022.08.27,9,swiss,77,Mark Crowther,2022.09.05,2,The Week in Chess 1452,2,2022.09.06,2689,,,,,
273,22nd Dubai Open 2022,Dubai UAE,2022.09.02,7.1,"Predke, A.","Erigaisi, Arjun",1/2-1/2,2689,B30,UAE,2022.08.27,9,swiss,61,Mark Crowther,2022.09.05,2,The Week in Chess 1452,2,2022.09.06,2692,,,,,
274,22nd Dubai Open 2022,Dubai UAE,2022.09.03,8.2,"Erigaisi, Arjun","Aravindh, Chithambaram VR.",0-1,2614,A08,UAE,2022.08.27,9,swiss,90,Mark Crowther,2022.09.05,2,The Week in Chess 1452,2,2022.09.06,2689,,,,,
275,22nd Dubai Open 2022,Dubai UAE,2022.09.04,9.3,"Harsha, B.","Erigaisi, Arjun",1/2-1/2,2689,D41,UAE,2022.08.27,9,swiss,67,Mark Crowther,2022.09.05,2,The Week in Chess 1452,2,2022.09.06,2557,,,,,
276,32nd TCh-SLO 2022,Ljubljana SLO,2022.09.09,4.1,"Javornik, Nik","Erigaisi, Arjun",0-1,2725,A04,SLO,2022.09.02,9,team,140,Mark Crowther,2022.09.12,2,The Week in Chess 1453,1,2022.09.12,2090,Tajfun SK Ljubljana,Celjski SK,,,
277,32nd TCh-SLO 2022,Ljubljana SLO,2022.09.10,5.1,"Erigaisi, Arjun","Kozul, Z.",1-0,2549,E85,SLO,2022.09.02,9,team,101,Mark Crowther,2022.09.12,2,The Week in Chess 1453,1,2022.09.12,2725,ZSK Maribor,Tajfun SK Ljubljana,,,
278,32nd TCh-SLO 2022,Ljubljana SLO,2022.09.11,6.1,"Guid, M.","Erigaisi, Arjun",0-1,2725,B10,SLO,2022.09.02,9,team,121,Mark Crowther,2022.09.19,2,The Week in Chess 1454,2,2022.09.20,2292,Tajfun SK Ljubljana,SK Trebnje BMP,,,
